Timestep,Left_Foot_Force_N,Right_Foot_Force_N
50,314.656982421875,-0.0
51,391.7278137207031,-0.0
52,240.4976348876953,-0.0
53,102.5582275390625,-0.0
54,54.90977096557617,-632.9205932617188
55,0.0,-293.6170959472656
56,0.0,-411.2048645019531
57,0.0,-334.40594482421875
58,0.0,-386.1902770996094
59,0.0,-335.5048522949219
60,0.0,-292.7049560546875
61,0.0,-294.6871643066406
62,0.0,-158.10804748535156
63,320.74114990234375,-18.04694366455078
64,581.2871704101562,-0.0
65,451.6096496582031,-0.0
66,400.4179382324219,-0.0
67,363.78924560546875,-0.0
68,262.9189453125,-0.0
69,149.23611450195312,-0.0
70,0.0,-0.0
71,0.0,-387.7546691894531
72,0.0,-472.2850341796875
73,0.0,-309.540283203125
74,0.0,-326.1361389160156
75,0.0,-295.6619873046875
76,0.0,-274.3816223144531
77,0.0,-261.78424072265625
78,0.0,-159.34373474121094
79,0.0,-110.2652816772461
80,367.74310302734375,-0.0
81,428.7651062011719,-0.0
82,441.902587890625,-0.0
83,448.2004699707031,-0.0
84,399.4575500488281,-0.0
85,195.05836486816406,-0.0
86,33.88498306274414,-0.0
87,0.0,-224.82667541503906
88,0.0,-462.44598388671875
89,0.0,-479.6304626464844
90,0.0,-392.5859069824219
91,0.0,-405.2525939941406
92,0.0,-357.1911315917969
93,0.0,-284.8126525878906
94,0.0,-164.59255981445312
95,0.0,-113.33788299560547
96,636.871826171875,-0.0
97,465.55523681640625,-0.0
98,353.9580993652344,-0.0
99,435.6222229003906,-0.0
100,255.23309326171875,-0.0
101,200.5260467529297,-0.0
102,18.50810432434082,-0.0
103,0.0,-639.954345703125
104,0.0,-521.7899169921875
105,0.0,-409.098876953125
106,0.0,-393.11077880859375
107,0.0,-394.0242919921875
108,0.0,-362.0296936035156
109,0.0,-298.8068542480469
110,0.0,-206.88876342773438
111,0.0,-168.95472717285156
112,0.0,-135.00155639648438
113,413.1510314941406,-0.0
114,381.3739929199219,-0.0
115,390.869384765625,-0.0
116,377.44476318359375,-0.0
117,326.1095886230469,-0.0
118,255.0530242919922,-0.0
119,75.98593139648438,-0.0
120,0.0,-252.19418334960938
121,0.0,-468.67669677734375
122,0.0,-450.49249267578125
123,0.0,-439.7845153808594
124,0.0,-379.71832275390625
125,0.0,-348.8319091796875
126,0.0,-332.7668762207031
127,0.0,-239.04554748535156
128,0.0,-162.82089233398438
129,0.0,-115.57470703125
130,761.3789672851562,-0.0
131,444.2748107910156,-0.0
132,407.0948181152344,-0.0
133,342.480712890625,-0.0
134,280.57525634765625,-0.0
135,49.65061569213867,-0.0
136,0.0,-42.2788200378418
137,0.0,-459.97442626953125
138,0.0,-479.3142395019531
139,0.0,-448.17742919921875
140,0.0,-411.8143615722656
141,0.0,-362.20556640625
142,0.0,-336.8723449707031
143,0.0,-263.9637756347656
144,0.0,-153.541259765625
145,351.1216735839844,-0.0
146,462.37506103515625,-0.0
147,409.0482177734375,-0.0
148,416.73388671875,-0.0
149,346.2039489746094,-0.0
150,258.1949768066406,-0.0
151,86.86361694335938,-0.0
152,0.0,-0.0
153,0.0,-502.6392517089844
154,0.0,-455.49615478515625
155,0.0,-438.3945007324219
156,0.0,-411.1856384277344
157,0.0,-410.8697814941406
158,0.0,-360.7714538574219
159,0.0,-274.9845886230469
160,0.0,-282.64508056640625
161,0.0,-191.9287109375
162,0.0,-156.5844268798828
163,186.8501434326172,-0.0
164,478.5379943847656,-0.0
165,414.179931640625,-0.0
166,373.87054443359375,-0.0
167,357.69384765625,-0.0
168,205.39935302734375,-0.0
169,0.0,-0.0
170,0.0,-320.8148193359375
171,0.0,-447.6695556640625
172,0.0,-435.2055969238281
173,0.0,-396.7986755371094
174,0.0,-415.0005798339844
175,0.0,-404.0660400390625
176,0.0,-319.3110656738281
177,0.0,-273.03192138671875
178,0.0,-160.8076934814453
179,0.0,-123.50822448730469
180,486.3526306152344,-0.0
181,410.3117980957031,-0.0
182,413.5455627441406,-0.0
183,366.9502868652344,-0.0
184,248.45310974121094,-0.0
185,113.73473358154297,-0.0
186,19.206541061401367,-0.0
187,0.0,-783.4969482421875
188,0.0,-487.6864929199219
189,0.0,-466.519775390625
190,0.0,-398.59930419921875
191,0.0,-418.2012023925781
192,0.0,-365.02996826171875
193,0.0,-302.3070373535156
194,0.0,-159.83743286132812
195,0.0,-89.23755645751953
196,584.5789184570312,-0.0
197,457.9122009277344,-0.0
198,325.795654296875,-0.0
199,364.684814453125,-0.0
200,288.6399230957031,-0.0
201,138.66323852539062,-0.0
202,133.628662109375,-0.0
203,18.194759368896484,-0.0
204,0.0,-443.6007080078125
205,0.0,-477.238037109375
206,0.0,-439.9622497558594
207,0.0,-438.449951171875
208,0.0,-441.2400817871094
209,0.0,-351.80474853515625
210,0.0,-285.8525390625
211,0.0,-183.32882690429688
212,0.0,-164.1656951904297
213,0.0,-124.26396942138672
214,361.4590759277344,-0.0
215,354.061767578125,-0.0
216,450.5202331542969,-0.0
217,373.335205078125,-0.0
218,310.02301025390625,-0.0
219,180.79605102539062,-0.0
220,0.0,-0.0
221,0.0,-383.005615234375
