Timestep,left_hip_pitch_joint_Torque,left_hip_roll_joint_Torque,left_hip_yaw_joint_Torque,left_knee_joint_Torque,left_ankle_pitch_joint_Torque,left_ankle_roll_joint_Torque,right_hip_pitch_joint_Torque,right_hip_roll_joint_Torque,right_hip_yaw_joint_Torque,right_knee_joint_Torque,right_ankle_pitch_joint_Torque,right_ankle_roll_joint_Torque,left_hip_pitch_joint_Vel,left_hip_roll_joint_Vel,left_hip_yaw_joint_Vel,left_knee_joint_Vel,left_ankle_pitch_joint_Vel,left_ankle_roll_joint_Vel,right_hip_pitch_joint_Vel,right_hip_roll_joint_Vel,right_hip_yaw_joint_Vel,right_knee_joint_Vel,right_ankle_pitch_joint_Vel,right_ankle_roll_joint_Vel
50,-5.458377838134766,12.161917686462402,-8.806885719299316,-21.466516494750977,-2.4407124519348145,0.01825590431690216,0.7757500410079956,-3.9786171913146973,5.195133209228516,-39.43598937988281,0.13105104863643646,2.2914373874664307,0.20421302318572998,0.2203391194343567,-0.20504377782344818,-0.10905925929546356,-0.17461617290973663,0.007386865094304085,0.2630877196788788,0.15554454922676086,-0.3275154232978821,-0.26812058687210083,0.025536462664604187,-0.33604323863983154
51,-5.892059326171875,4.504114151000977,-6.024578094482422,-47.685020446777344,-15.794374465942383,-1.1534653902053833,13.902456283569336,1.4878427982330322,2.4819579124450684,-20.98323631286621,-10.230022430419922,0.8487399816513062,1.967015027999878,0.42291370034217834,0.01923852041363716,-0.42541131377220154,-1.6542160511016846,0.6901013851165771,1.8188731670379639,0.1246388703584671,-0.32076460123062134,0.026170864701271057,-3.0727429389953613,0.2779284715652466
52,-16.09792709350586,4.568475246429443,-2.4257094860076904,-49.969295501708984,-14.724853515625,-2.393979787826538,-5.882136344909668,2.790560722351074,1.5709967613220215,-18.91442108154297,-6.642480850219727,0.6357007026672363,1.561938762664795,0.4275582730770111,0.21536430716514587,-0.267148494720459,-2.4271771907806396,0.6552817225456238,1.3160450458526611,0.16967540979385376,-0.10017573833465576,0.5154382586479187,-4.8048095703125,0.06138294190168381
53,-21.100244522094727,6.067144393920898,-2.7138900756835938,-42.11920928955078,-11.383359909057617,-1.986820101737976,2.452815055847168,0.608304500579834,0.2468164563179016,-19.38231658935547,-5.626466274261475,3.9358413219451904,1.2181849479675293,0.3747217357158661,-0.0974593460559845,-0.26614657044410706,-1.6937179565429688,0.16086983680725098,1.2169197797775269,0.2633533477783203,-0.28005316853523254,-0.23628246784210205,-1.9340229034423828,-0.3992170989513397
54,-17.179893493652344,2.4741930961608887,-0.5664501786231995,-52.38962936401367,-13.906513214111328,-3.330145835876465,1.4279112815856934,2.551774501800537,-3.328131675720215,0.620438814163208,-0.9347820281982422,1.2704867124557495,1.2655251026153564,0.12029950320720673,0.19436635076999664,-0.8680702447891235,0.0005456209182739258,0.7494851350784302,0.8060590028762817,0.14653083682060242,0.11737991869449615,0.7388482093811035,-4.240315914154053,0.41722971200942993
55,-16.90170669555664,-4.260878562927246,1.4035224914550781,-37.80137634277344,-10.998849868774414,-2.5731122493743896,-0.42742371559143066,4.669084548950195,-4.253137111663818,-19.542400360107422,-4.442971229553223,3.5342459678649902,0.9306548237800598,0.0667971521615982,0.1034683957695961,-0.636509358882904,-0.6224181652069092,0.4627712666988373,0.7185488939285278,0.123538538813591,0.026737404987215996,-0.1645205318927765,-0.821845293045044,-0.21348074078559875
56,-12.27109146118164,-7.438337326049805,5.773573875427246,-28.40957260131836,-9.106159210205078,-1.8175725936889648,0.38857603073120117,4.04136323928833,-1.8820348978042603,-18.859310150146484,-5.208006381988525,0.2952742576599121,1.119215726852417,-0.09211039543151855,0.31285858154296875,-0.3678283095359802,-1.4615434408187866,0.28341683745384216,1.1389178037643433,0.020017728209495544,0.37253430485725403,-0.5271309018135071,0.3281484842300415,0.8071341514587402
57,-16.603805541992188,-4.973217964172363,6.163172245025635,-14.872808456420898,-4.268692493438721,-2.7678356170654297,1.202570915222168,4.518692493438721,-0.08425438404083252,-40.10923385620117,-11.223013877868652,1.711084008216858,1.0735033750534058,0.12313465774059296,-0.07244309782981873,-0.010734811425209045,-2.934441566467285,0.1873103380203247,1.5833418369293213,0.2935314476490021,0.10904072225093842,-0.9112967252731323,1.7734198570251465,0.9180258512496948
58,-7.547748565673828,-8.900099754333496,6.380336284637451,3.4573659896850586,0.2588787078857422,-0.14715802669525146,-7.881020545959473,-0.9570904970169067,9.536064147949219,-55.11247253417969,-14.99548625946045,0.29790592193603516,0.30764973163604736,-0.1687501072883606,0.10753503441810608,1.722110629081726,-2.781273126602173,-0.3317832052707672,1.2619221210479736,-0.03245659917593002,-0.3909120559692383,-1.1356782913208008,1.544093370437622,1.1028646230697632
59,-8.580970764160156,-15.301141738891602,14.404409408569336,-9.251376152038574,-2.5096852779388428,-2.6468100547790527,-7.920866966247559,11.860075950622559,-2.2590723037719727,-57.230064392089844,-16.514156341552734,1.434752106666565,0.8889192342758179,-0.809614360332489,-0.4031616747379303,0.09214258193969727,-1.14517080783844,1.1908280849456787,1.3523473739624023,0.41297805309295654,0.24522614479064941,-0.654010534286499,0.09024396538734436,1.1676808595657349
