Timestep,Left_Foot_Force_N,Right_Foot_Force_N
50,0.0,-343.61468505859375
51,0.0,-213.58316040039062
52,0.0,-189.08970642089844
53,0.0,-248.35836791992188
54,0.0,-167.48899841308594
55,0.0,-160.43431091308594
56,0.0,-195.2444305419922
57,0.0,-101.61679077148438
58,0.0,-80.91727447509766
59,382.0223693847656,-0.0
60,312.5460510253906,-0.0
61,300.1478271484375,-0.0
62,387.4727783203125,-0.0
63,363.3131408691406,-0.0
64,327.5788879394531,-0.0
65,268.572509765625,-0.0
66,198.47625732421875,-88.41277313232422
67,138.56776428222656,-143.34226989746094
68,0.0,-349.4468078613281
69,0.0,-559.7388916015625
70,0.0,-657.581787109375
71,0.0,-345.426025390625
72,0.0,-261.27825927734375
73,0.0,-206.36309814453125
74,0.0,-162.0839080810547
75,0.0,-141.72756958007812
76,0.0,-149.43490600585938
77,0.0,-151.36868286132812
78,0.0,-147.1103515625
79,410.01885986328125,-29.346525192260742
80,339.4117431640625,-0.0
81,329.20037841796875,-0.0
82,328.9532470703125,-0.0
83,280.0298156738281,-0.0
84,229.69204711914062,-0.0
85,176.98558044433594,-0.0
86,235.83657836914062,-0.0
87,188.9859619140625,-75.02130889892578
88,58.68731689453125,-262.9630432128906
89,0.0,-590.3941650390625
90,0.0,-577.318603515625
91,0.0,-490.6531677246094
92,0.0,-377.32550048828125
93,0.0,-337.35638427734375
94,0.0,-252.97265625
95,0.0,-260.4611511230469
96,0.0,-211.018798828125
97,0.0,-155.32777404785156
98,0.0,-155.1732635498047
99,0.0,-138.42941284179688
100,220.6560821533203,-90.56719207763672
101,350.05078125,-0.0
102,678.976318359375,-0.0
103,357.39666748046875,-0.0
104,349.63067626953125,-0.0
105,341.3095397949219,-0.0
106,319.43389892578125,-0.0
107,262.05499267578125,-0.0
108,223.95834350585938,-0.0
109,147.97164916992188,-0.0
110,124.9576416015625,-129.2781524658203
111,0.0,-405.80963134765625
112,0.0,-489.9924621582031
113,0.0,-438.980712890625
114,0.0,-359.8045959472656
115,0.0,-333.5218811035156
116,0.0,-284.85003662109375
117,0.0,-264.1236572265625
118,0.0,-160.1874542236328
119,0.0,-151.70053100585938
120,0.0,-148.8055419921875
121,289.6326904296875,-67.41780853271484
122,712.8826904296875,-0.0
123,501.6590576171875,-0.0
124,419.9494934082031,-0.0
125,374.4974670410156,-0.0
126,356.1081848144531,-0.0
127,252.890869140625,-0.0
128,226.49130249023438,-0.0
129,156.18359375,-0.0
130,155.21749877929688,-0.0
131,26.73578643798828,-251.6531982421875
132,0.0,-469.4571838378906
133,0.0,-444.2394714355469
134,0.0,-394.5263977050781
135,0.0,-390.5260925292969
136,0.0,-392.6483459472656
137,0.0,-213.71730041503906
138,0.0,-161.6935272216797
139,0.0,-152.19049072265625
140,0.0,-144.94789123535156
141,300.0653381347656,-21.06304931640625
142,452.3000183105469,-0.0
143,427.4040832519531,-0.0
144,392.43841552734375,-0.0
145,340.1007080078125,-0.0
146,336.5583190917969,-0.0
147,275.2020568847656,-0.0
148,253.82083129882812,-0.0
149,198.20220947265625,-0.0
150,142.36000061035156,-94.5472412109375
151,50.033199310302734,-434.07354736328125
152,0.0,-557.8751831054688
153,0.0,-405.9637145996094
154,0.0,-381.0523376464844
155,0.0,-246.86329650878906
156,0.0,-209.6454315185547
157,0.0,-245.02610778808594
158,0.0,-154.17764282226562
159,0.0,-142.1094970703125
160,133.12991333007812,-109.3786849975586
161,714.5628662109375,-0.0
162,449.19189453125,-0.0
163,417.7424011230469,-0.0
164,425.675048828125,-0.0
165,353.7611389160156,-0.0
166,283.5435485839844,-0.0
167,253.53684997558594,-0.0
168,161.3569793701172,-0.0
169,147.87689208984375,-0.0
170,44.797584533691406,-320.25323486328125
171,0.0,-408.8363037109375
172,0.0,-396.6183166503906
173,0.0,-336.03021240234375
174,0.0,-365.66668701171875
175,0.0,-335.7972717285156
176,0.0,-265.1388244628906
177,0.0,-216.3515625
178,0.0,-146.532958984375
179,0.0,-155.41766357421875
180,219.92039489746094,-96.64704132080078
