Timestep,left_hip_pitch_joint_Torque,left_hip_roll_joint_Torque,left_hip_yaw_joint_Torque,left_knee_joint_Torque,left_ankle_pitch_joint_Torque,left_ankle_roll_joint_Torque,right_hip_pitch_joint_Torque,right_hip_roll_joint_Torque,right_hip_yaw_joint_Torque,right_knee_joint_Torque,right_ankle_pitch_joint_Torque,right_ankle_roll_joint_Torque,left_hip_pitch_joint_Vel,left_hip_roll_joint_Vel,left_hip_yaw_joint_Vel,left_knee_joint_Vel,left_ankle_pitch_joint_Vel,left_ankle_roll_joint_Vel,right_hip_pitch_joint_Vel,right_hip_roll_joint_Vel,right_hip_yaw_joint_Vel,right_knee_joint_Vel,right_ankle_pitch_joint_Vel,right_ankle_roll_joint_Vel
50,1.7622652053833008,3.569671392440796,-1.9577419757843018,-0.016994357109069824,-0.13735604286193848,-0.012426167726516724,-5.129278182983398,-11.146659851074219,15.748957633972168,-74.8655776977539,-5.605000019073486,0.6687155961990356,-0.025384118780493736,0.008486280217766762,-0.2819100618362427,0.06220182031393051,-1.8978264331817627,-0.23986709117889404,0.4834620952606201,0.13151462376117706,-0.596174418926239,-1.024055004119873,0.28901880979537964,-0.2156529426574707
51,14.346071243286133,0.7858180999755859,-0.28469061851501465,-1.4718055725097656,-0.2207202911376953,0.08158457279205322,-5.259260177612305,2.2944934368133545,5.004559516906738,-51.15139389038086,-18.71920394897461,4.953273773193359,3.3807084560394287,0.31181252002716064,-0.3209668695926666,-4.623373508453369,-5.822173595428467,0.7474332451820374,1.873870849609375,0.2368924468755722,-0.8157589435577393,-1.024867296218872,-0.9316958785057068,-0.2773774266242981
52,-3.3932666778564453,3.6041698455810547,-2.4139037132263184,2.5507888793945312,-11.331154823303223,0.028467416763305664,-8.775370597839355,0.26187169551849365,4.784398555755615,-31.18665313720703,-11.816690444946289,5.40286922454834,3.9635186195373535,0.6339170336723328,-0.6695107221603394,-7.843274116516113,1.9068631900154287e-06,1.311907172203064,1.2445068359375,0.40295180678367615,-0.8317893743515015,0.5676319599151611,-4.707594871520996,0.9532453417778015
53,-5.991861343383789,9.667518615722656,-12.434884071350098,-54.62178039550781,-19.533010482788086,5.803034782409668,1.275634765625,-2.237413167953491,2.1185803413391113,1.8555970191955566,0.4238862991333008,0.18941545486450195,1.5486454963684082,0.7139755487442017,-0.3834516406059265,-0.9792076349258423,1.3060338497161865,0.5323154330253601,1.406978964805603,0.4533427953720093,-0.38076215982437134,0.8509684801101685,-3.333021879196167,3.789747953414917
54,-10.479471206665039,12.900442123413086,-13.825255393981934,-77.9114990234375,-20.0,2.9842443466186523,-7.630566596984863,6.8044233322143555,-4.1390700340271,9.227149963378906,0.4409160614013672,-0.336514949798584,1.7971773147583008,0.0825924277305603,-0.0797610729932785,-2.1111462116241455,5.856462478637695,0.12491941452026367,0.22552330791950226,0.1281881034374237,-0.001097109168767929,6.165748119354248,-3.2107033729553223,2.369863986968994
55,-23.70081329345703,19.103424072265625,-22.09267807006836,-84.03590393066406,-13.075643539428711,3.500356674194336,-0.5680358409881592,0.009498357772827148,1.1395822763442993,-3.953296661376953,0.2569546699523926,-0.23741483688354492,1.1171622276306152,0.037309274077415466,-0.19024522602558136,-0.9666522145271301,0.2667049765586853,0.2041398584842682,0.8012966513633728,0.36432623863220215,0.36392050981521606,4.099566459655762,-1.787278652191162,2.0465712547302246
56,-3.477095603942871,21.38235855102539,-22.098100662231445,-60.580841064453125,-13.402569770812988,4.342601776123047,-13.989294052124023,-5.8961501121521,2.689859390258789,-4.5103254318237305,-0.010101795196533203,-0.23935723304748535,1.1395032405853271,-0.056590043008327484,0.08148136734962463,-1.1900708675384521,0.023886024951934814,0.3568708300590515,0.6825035214424133,0.14916487038135529,0.776261568069458,2.9773571491241455,-0.9061885476112366,1.2759755849838257
57,-9.8394775390625,21.48471450805664,-22.642759323120117,-58.61677932739258,-14.659772872924805,2.6146650314331055,-6.840002536773682,-3.9453015327453613,1.001666784286499,-3.796072483062744,-0.07530272006988525,-0.1690780520439148,1.1951756477355957,0.0014038714580237865,0.0076233819127082825,-1.391538143157959,0.04811041057109833,0.4493274688720703,1.2693681716918945,-0.07346811145544052,0.3820757269859314,0.6788903474807739,-0.7406590580940247,0.2438853681087494
58,-0.2701120376586914,4.956287860870361,-10.441598892211914,-24.666288375854492,-8.801139831542969,2.276503801345825,-9.96243667602539,0.010345458984375,-1.3934848308563232,-7.011996269226074,-0.42593955993652344,-0.03662961721420288,0.9620144367218018,0.22961919009685516,-0.09848291426897049,-0.7229523658752441,-0.9799540638923645,-0.04837961867451668,1.9573085308074951,-0.15473036468029022,-0.40843915939331055,-3.2978744506835938,0.0002748951083049178,-0.21989724040031433
59,-13.658225059509277,-4.729507923126221,1.835324764251709,-8.295742988586426,-2.489595413208008,0.4464930295944214,3.6746654510498047,-2.075207471847534,2.556445360183716,-0.3859672546386719,-9.337711334228516,-0.08616876602172852,0.178594172000885,-0.14343968033790588,-0.07944385707378387,0.4034520983695984,-2.049792766571045,-0.05877937376499176,2.4387686252593994,-0.35579317808151245,-0.021480519324541092,-6.3231329917907715,-3.6679994082078338e-06,-1.1512373685836792
