Timestep,Left_Foot_Force_N,Right_Foot_Force_N
50,0.0,-400.5110168457031
51,0.0,-137.50694274902344
52,0.0,-0.0
53,424.91961669921875,-0.0
54,335.467041015625,-0.0
55,445.52423095703125,-0.0
56,365.1533203125,-0.0
57,243.00648498535156,-0.0
58,179.08856201171875,-0.0
59,170.78712463378906,-0.0
60,0.0,-324.0112609863281
61,0.0,-385.1162414550781
62,0.0,-371.0133056640625
63,0.0,-322.4991149902344
64,0.0,-376.1870422363281
65,0.0,-368.9241027832031
66,0.0,-256.4712829589844
67,0.0,-124.85884094238281
68,254.14559936523438,-28.966859817504883
69,611.3548583984375,-0.0
70,354.2688903808594,-0.0
71,363.6343688964844,-0.0
72,354.5419616699219,-0.0
73,198.61314392089844,-0.0
74,105.0013656616211,-0.0
75,30.795154571533203,-272.760498046875
76,0.0,-426.328125
77,0.0,-408.9862365722656
78,0.0,-422.85650634765625
79,0.0,-360.9355163574219
80,0.0,-399.76849365234375
81,0.0,-366.0614929199219
82,0.0,-162.3180389404297
83,0.0,-138.3546600341797
84,0.0,-139.75352478027344
85,680.2753295898438,-0.0
86,507.04559326171875,-0.0
87,387.78790283203125,-0.0
88,349.763427734375,-0.0
89,276.8916320800781,-0.0
90,131.68130493164062,-0.0
91,66.82389831542969,-0.0
92,0.0,-534.095703125
93,0.0,-454.6259460449219
94,0.0,-453.25201416015625
95,0.0,-446.9945373535156
96,0.0,-346.3238830566406
97,0.0,-199.25515747070312
98,0.0,-151.20314025878906
99,0.0,-138.7412567138672
100,658.9452514648438,-52.514617919921875
101,491.0994567871094,-0.0
102,462.6390075683594,-0.0
103,361.5159606933594,-0.0
104,297.35992431640625,-0.0
105,185.04031372070312,-0.0
106,153.91151428222656,-0.0
107,105.42222595214844,-0.0
108,0.0,-524.8442993164062
109,0.0,-426.8456115722656
110,0.0,-405.03631591796875
111,0.0,-368.4410705566406
112,0.0,-298.820556640625
113,0.0,-151.33013916015625
114,0.0,-153.07684326171875
115,316.4627685546875,-107.59967803955078
116,487.9306640625,-0.0
117,493.49517822265625,-0.0
118,409.5545349121094,-0.0
119,339.9886474609375,-0.0
120,290.0286560058594,-0.0
121,156.32322692871094,-0.0
122,59.29203796386719,-0.0
123,0.0,-339.6176452636719
124,0.0,-392.5369873046875
125,0.0,-312.8047790527344
126,0.0,-352.30059814453125
127,0.0,-331.73223876953125
128,0.0,-162.8566131591797
